name,code,alias,level,status,latitude,longitude,parent_name,parent_code
Таловский район,20251,talovskii-raion,2,,51.168176,40.756834,Воронежская область,20
Репьевский район,20245,repevskii-raion,2,,51.154433,38.704085,Воронежская область,20
Мухоршибирский район,81236,mukhorshibirskii-raion,2,,51.120202,107.7787,Республика Бурятия,81
Серышевский район,10247,seryshevskii-raion,2,,51.11897,128.634059,Амурская область,10
Новохоперский район,20227,novokhoperskii-raion,2,,51.103922,41.391566,Воронежская область,20
Соль-Илецкий,53244,sol-iletskii,2,,51.100806,54.406456,Оренбургская область,53
Ясненский,53259,iasnenskii,2,,51.096021,60.214298,Оренбургская область,53
Бобровский район,20204,bobrovskii-raion,2,,51.095699,40.027582,Воронежская область,20
Дергачевский район,63213,dergachevskii-raion,2,,51.095608,48.893675,Саратовская область,63
Беловский район,38202,belovskii-raion,2,,51.064486,35.678244,Курская область,38
Локтевский район,12251,loktevskii-raion,2,,51.052371,81.516219,Алтайский край,1
Александровск-Сахалинский район,64204,aleksandrovsk-sakhalinskii-raion,2,,51.050791,142.240608,Сахалинская область,64
Светлинский,53242,svetlinskii,2,,51.030567,60.97827,Оренбургская область,53
Лискинский район,20221,liskinskii-raion,2,,51.025639,39.552939,Воронежская область,20
Ивнянский район,14238,ivnianskii-raion,2,,51.014132,36.231472,Белгородская область,14
Новоникольевский,18240,novonikolevskii,2,,51.006385,42.650447,Волгоградская область,18
Прохоровский район,14246,prokhorovskii-raion,2,,51.006033,36.817596,Белгородская область,14
Петровск-Забайкальский район,76236,petrovsk-zabaikalskii-raion,2,,50.990909,109.055026,Забайкальский край,76
Верхнебуреинский район,8214,verkhnebureinskii-raion,2,,50.988267,132.887834,Хабаровский край,8
Усть-Канский район,84235,ust-kanskii-raion,2,,50.987355,84.989349,Республика Алтай,84
Чернянский район,14254,chernianskii-raion,2,,50.976892,37.833473,Белгородская область,14
Акбулакский,53205,akbulakskii,2,,50.971805,55.78334,Оренбургская область,53
Александрово-Заводский район,76204,aleksandrovo-zavodskii-raion,2,,50.968022,117.972638,Забайкальский край,76
Оловяннинский район,76232,olovianninskii-raion,2,,50.954486,116.204286,Забайкальский край,76
Калганский район,76218,kalganskii-raion,2,,50.952352,118.946196,Забайкальский край,76
Красноармейский район,63222,krasnoarmeiskii-raion,2,,50.925392,45.568929,Саратовская область,63
Острогожский район,20231,ostrogozhskii-raion,2,,50.913343,39.052155,Воронежская область,20
Красненский район,14241,krasnenskii-raion,2,,50.907425,38.58186,Белгородская область,14
Ромненский район,10240,romnenskii-raion,2,,50.903358,130.000676,Амурская область,10
Жирновский,18212,zhirnovskii,2,,50.898728,44.863976,Волгоградская область,18
Третьсяковский район,12501,tretsiakovskii-raion,2,,50.879586,82.266151,Алтайский край,1
Еланский,18210,elanskii,2,,50.864494,43.756785,Волгоградская область,18
Улетовский район,76246,uletovskii-raion,2,,50.863778,111.936444,Забайкальский край,76
Рекитянский район,14248,rekitianskii-raion,2,,50.841134,35.874715,Белгородская область,14
Урюпинский,18254,uriupinskii,2,,50.836271,41.792987,Волгоградская область,18
Тымовский район,64250,tymovskii-raion,2,,50.82982,142.755863,Сахалинская область,64
Краснокутский район,63223,krasnokutskii-raion,2,,50.825735,46.978593,Саратовская область,63
Бутурлиновский район,20208,buturlinovskii-raion,2,,50.823852,40.608792,Воронежская область,20
Краснояружский район,14243,krasnoiaruzhskii-raion,2,,50.813398,35.540892,Белгородская область,14
Ровенский район,63239,rovenskii-raion,2,,50.811736,46.255601,Саратовская область,63
Руднянский,18247,rudnianskii,2,,50.798177,44.356698,Волгоградская область,18
Агинский район,76202,aginskii-raion,2,,50.797448,114.589852,Забайкальский край,76
Дульдургинский район,76211,duldurginskii-raion,2,,50.796065,113.380513,Забайкальский край,76
Корочанский район,14240,korochanskii-raion,2,,50.79471,37.168073,Белгородская область,14
Домбаровский,53217,dombarovskii,2,,50.784728,59.307826,Оренбургская область,53
Улаганский район,84230,ulaganskii-raion,2,,50.782028,88.394197,Республика Алтай,84
Киквидзенский,18220,kikvidzenskii,2,,50.757676,43.16917,Волгоградская область,18
Новооскольский район,14244,novooskolskii-raion,2,,50.752986,37.829009,Белгородская область,14
Благовещенский район,10211,blagoveshchenskii-raion,2,,50.750285,127.52279,Амурская область,10
Джидинский район,81212,dzhidinskii-raion,2,,50.744688,105.205709,Республика Бурятия,81
Онгудайский район,84220,ongudaiskii-raion,2,,50.735733,86.935216,Республика Алтай,84
Закаменский район,81221,zakamenskii-raion,2,,50.733749,103.508172,Республика Бурятия,81
Белогорский район,10205,belogorskii-raion,2,,50.732449,128.470377,Амурская область,10
Яковлевский район,14258,iakovlevskii-raion,2,,50.720104,36.257586,Белгородская область,14
Каменский район,20217,kamenskii-raion,2,,50.688535,39.404887,Воронежская область,20
Питерский район,63236,piterskii-raion,2,,50.671749,47.466144,Саратовская область,63
Воробьевский район,20212,vorobevskii-raion,2,,50.665817,41.039399,Воронежская область,20
Бичурский район,81209,bichurskii-raion,2,,50.604716,107.686515,Республика Бурятия,81
Белгород,14401,belgorod,2,,50.59566,36.587223,Белгородская область,14
Красногвардеский район,14242,krasnogvardeskii-raion,2,,50.595569,38.324475,Белгородская область,14
Борисовский район,14215,borisovskii-raion,2,,50.588232,35.992349,Белгородская область,14
Комсомольск-на-Амуре,8409,komsomolsk-na-amure,2,,50.549923,137.007948,Хабаровский край,8
Павловский район,20233,pavlovskii-raion,2,,50.540478,40.18997,Воронежская область,20
Алексеевский район,14205,alekseevskii-raion,2,,50.53453,38.790754,Белгородская область,14
Грайворонский район,14232,graivoronskii-raion,2,,50.5322,35.654852,Белгородская область,14
Новоаннинский,18238,novoanninskii,2,,50.529658,42.66667,Волгоградская область,18
Новоузенский район,63230,novouzenskii-raion,2,,50.504875,48.037024,Саратовская область,63
Подгоренский район,20241,podgorenskii-raion,2,,50.492573,39.717366,Воронежская область,20
Шебекинский  район,14256,shebekinskii-raion,2,,50.488109,37.062234,Белгородская область,14
Ивановский район,10228,ivanovskii-raion,2,,50.485003,128.09216,Амурская область,10
Комсомольский район,8250,komsomolskii-raion,2,,50.480337,138.011294,Хабаровский край,8
Комсомольский район,8220,komsomolskii-raion,2,,50.480337,138.011294,Хабаровский край,8
Северо-Курильский район,64243,severo-kurilskii-raion,2,,50.477333,155.755348,Сахалинская область,64
Волоконовский район,14230,volokonovskii-raion,2,,50.466716,37.798592,Белгородская область,14
Борзинский район,76209,borzinskii-raion,2,,50.451473,116.719731,Забайкальский край,76
Старополтавский,18252,staropoltavskii,2,,50.437196,46.492487,Волгоградская область,18
Белгородский район,14210,belgorodskii-raion,2,,50.424371,36.497346,Белгородская область,14
Калачеевский район,20215,kalacheevskii-raion,2,,50.41427,41.058398,Воронежская область,20
Приаргунский район,76238,priargunskii-raion,2,,50.409574,118.77389,Забайкальский край,76
Даниловский,18206,danilovskii,2,,50.3815,44.105412,Волгоградская область,18
Кяхтинский район,81233,kiakhtinskii-raion,2,,50.35495,106.941344,Республика Бурятия,81
Нехаевский,18234,nekhaevskii,2,,50.333881,41.702329,Волгоградская область,18
Ононский район,76234,ononskii-raion,2,,50.330403,115.121601,Забайкальский край,76
Ольховатский район,20229,olkhovatskii-raion,2,,50.328085,39.241142,Воронежская область,20
Котовский,18226,kotovskii,2,,50.307879,44.868459,Волгоградская область,18
Благовещенск,10401,blagoveshchensk,2,,50.290658,127.527173,Амурская область,10
Акшинский район,76203,akshinskii-raion,2,,50.248898,113.124071,Забайкальский край,76
7 - Завитинский район,10221,7-zavitinskii-raion,2,,50.221858,129.560896,Амурская область,10
Верхнемамонский район,20210,verkhnemamonskii-raion,2,,50.204674,40.377673,Воронежская область,20
Алексеевский,18202,alekseevskii,2,,50.202218,42.20985,Волгоградская область,18
Октябрьский район,10238,oktiabrskii-raion,2,,50.197311,128.696636,Амурская область,10
Валуйский район,14220,valuiskii-raion,2,,50.187962,38.018661,Белгородская область,14
Россошанский район,20247,rossoshanskii-raion,2,,50.174972,39.694369,Воронежская область,20
Камышинский,18218,kamyshinskii,2,,50.166508,45.312209,Волгоградская область,18
Вейделевский район,14225,veidelevskii-raion,2,,50.162734,38.577853,Белгородская область,14
Александрово-Гайский район,63202,aleksandrovo-gaiskii-raion,2,,50.14554,48.489289,Саратовская область,63
Михайловский,18232,mikhailovskii,2,,50.139611,43.243649,Волгоградская область,18
Петропавловский район,20237,petropavlovskii-raion,2,,50.10694,40.987764,Воронежская область,20
Бурейский район,10215,bureiskii-raion,2,,50.105773,130.195969,Амурская область,10
Усть-Коксинский район,84240,ust-koksinskii-raion,2,,50.09068,85.648074,Республика Алтай,84
Краснокаменский район,76221,krasnokamenskii-raion,2,,50.09031,118.080104,Забайкальский край,76
Красночикойский район,76222,krasnochikoiskii-raion,2,,50.07727,109.514164,Забайкальский край,76
Тамбовский район,10251,tambovskii-raion,2,,50.064376,128.011779,Амурская область,10
Ровеньский район,14250,rovenskii-raion,2,,50.039274,38.986102,Белгородская область,14
Николаевский,18236,nikolaevskii,2,,50.027898,45.946572,Волгоградская область,18
Ванинский район,8212,vaninskii-raion,2,,49.975486,139.720052,Хабаровский край,8
Смирныховский район,64246,smirnykhovskii-raion,2,,49.962576,142.915251,Сахалинская область,64
Забайкальский район,76212,zabaikalskii-raion,2,,49.905782,117.23849,Забайкальский край,76
Богучарский район,20205,bogucharskii-raion,2,,49.848392,40.570487,Воронежская область,20
Фроловский,18256,frolovskii,2,,49.834588,43.779431,Волгоградская область,18
Ольховский,18243,olkhovskii,2,,49.819508,44.566311,Волгоградская область,18
Кумылженский,18246,kumylzhenskii,2,,49.797295,42.404982,Волгоградская область,18
Райчихинск,10420,raichikhinsk,2,,49.794114,129.411255,Амурская область,10
Кош-Агачский район,84210,kosh-agachskii-raion,2,,49.791828,87.991545,Республика Алтай,84
Кантемировский район,20216,kantemirovskii-raion,2,,49.785221,39.842645,Воронежская область,20
Верхнедонский район,60208,verkhnedonskii-raion,2,,49.747395,41.198832,Ростовская область,60
Константиновский район,10230,konstantinovskii-raion,2,,49.705291,128.074517,Амурская область,10
Михайловский район,10235,mikhailovskii-raion,2,,49.702914,128.848424,Амурская область,10
Амурский район,8203,amurskii-raion,2,,49.684418,135.607681,Хабаровский край,8
Кыринский район,76224,kyrinskii-raion,2,,49.667904,111.472321,Забайкальский край,76
Хабаровский район,8255,khabarovskii-raion,2,,49.654217,134.125955,Хабаровский край,8
Шолоховский район,60211,sholokhovskii-raion,2,,49.652497,41.771724,Ростовская область,60
Архаринский район,10200,arkharinskii-raion,2,,49.533015,130.623684,Амурская область,10
Поронайский район,64240,poronaiskii-raion,2,,49.504697,143.719477,Сахалинская область,64
Быковский,18204,bykovskii,2,,49.498489,45.413188,Волгоградская область,18
Серафимовичский,18250,serafimovichskii,2,,49.496711,42.726013,Волгоградская область,18
Палласовский,18245,pallasovskii,2,,49.431346,46.403455,Волгоградская область,18
Чертковский район,60258,chertkovskii-raion,2,,49.416567,40.583504,Ростовская область,60
Дубовский,18208,dubovskii,2,,49.345032,44.771531,Волгоградская область,18
Иловлинский,18214,ilovlinskii,2,,49.309674,43.956777,Волгоградская область,18
Нанайский район,8228,nanaiskii-raion,2,,49.301662,136.954148,Хабаровский край,8
Боковский район,60207,bokovskii-raion,2,,49.287873,41.685665,Ростовская область,60
Углегорский район,64252,uglegorskii-raion,2,,49.185763,142.140643,Сахалинская область,64
Клетский,18222,kletskii,2,,49.162533,42.962288,Волгоградская область,18
Кашарский район,60224,kasharskii-raion,2,,49.040465,41.276024,Ростовская область,60
Средне-ахтубенский,18251,sredne-akhtubenskii,2,,49.011908,45.187684,Волгоградская область,18
Миллеровский район,60232,millerovskii-raion,2,,48.997943,40.420945,Ростовская область,60
Советский район,60252,sovetskii-raion,2,,48.957307,42.200984,Ростовская область,60
Облученский район,99220,obluchenskii-raion,2,,48.916129,131.845087,Еврейская автономная область,99
Городищенский,18205,gorodishchenskii,2,,48.879035,44.21497,Волгоградская область,18
Ленинский,18230,leninskii,2,,48.80767,45.361652,Волгоградская область,18
Биробиджан,99401,birobidzhan,2,,48.794668,132.921754,Еврейская автономная область,99
Волжский,80511,volzhskii,2,,48.786293,44.751867,Волгоградская область,18
Милютинский район,60233,miliutinskii-raion,2,,48.707579,41.674849,Ростовская область,60
Волгоград,80512,volgograd,2,,48.707103,44.516939,Волгоградская область,18
Тарасовский район,60253,tarasovskii-raion,2,,48.699629,40.066739,Ростовская область,60
Обливский район,60240,oblivskii-raion,2,,48.684005,42.361234,Ростовская область,60
Калачевский,18216,kalachevskii,2,,48.612725,43.64392,Волгоградская область,18
ЗАТО Знаменск,12519,zato-znamensk,2,,48.586634,45.736744,Астраханская область,12
Суровикинский,18253,surovikinskii,2,,48.586568,42.986417,Волгоградская область,18
Макаровский район,64224,makarovskii-raion,2,,48.520944,142.714163,Сахалинская область,64
Ахтубинский район,12205,akhtubinskii-raion,2,,48.481698,46.206625,Астраханская область,12
Хабаровск,8401,khabarovsk,2,,48.480223,135.071917,Хабаровский край,8
Смидовичский район,99230,smidovichskii-raion,2,,48.449809,133.569026,Еврейская автономная область,99
Биробиджанский район,99205,birobidzhanskii-raion,2,,48.446331,132.825554,Еврейская автономная область,99
Каменский район,60223,kamenskii-raion,2,,48.382462,40.348083,Ростовская область,60
Советско-Гаванский район,8242,sovetsko-gavanskii-raion,2,,48.372115,139.354383,Хабаровский край,8
Донецк,60417,donetsk,2,,48.335137,39.945988,Ростовская область,60
Каменск-Шахтинский,60419,kamensk-shakhtinskii,2,,48.320515,40.268923,Ростовская область,60
Светлоярский,18249,svetloiarskii,2,,48.295381,44.774136,Волгоградская область,18
Белока-литвенский район,60206,beloka-litvenskii-raion,2,,48.22026,40.900286,Ростовская область,60
Морозовский район,60234,morozovskii-raion,2,,48.213212,41.841568,Ростовская область,60
Тацинский район,60254,tatsinskii-raion,2,,48.196872,41.351474,Ростовская область,60
Чернышковский,18258,chernyshkovskii,2,,48.181267,42.519086,Волгоградская область,18
Томаринский район,64248,tomarinskii-raion,2,,48.16928,142.153094,Сахалинская область,64
Октябрьский район,99225,oktiabrskii-raion,2,,48.130073,131.290135,Еврейская автономная область,99
Ленинский район,99210,leninskii-raion,2,,48.084024,132.203434,Еврейская автономная область,99
Гуково,60415,gukovo,2,,48.058442,39.940274,Ростовская область,60
Октябрьский,18242,oktiabrskii,2,,48.044836,43.697505,Волгоградская область,18
Зверево,60418,zverevo,2,,48.028358,40.123073,Ростовская область,60
Черноярский район,12250,chernoiarskii-raion,2,,48.010561,45.966227,Астраханская область,12
Малодербетовский,85220,maloderbetovskii,2,,47.93805,44.945912,Республика Калмыкия,85
Красносулинский район,60226,krasnosulinskii-raion,2,,47.894824,40.058259,Ростовская область,60
Цимлянский район,60257,tsimlianskii-raion,2,,47.79459,42.207263,Ростовская область,60
Куйбышевский район,60227,kuibyshevskii-raion,2,,47.767447,39.115594,Ростовская область,60
Новошахтинск,60430,novoshakhtinsk,2,,47.757738,39.93643,Ростовская область,60
Котельниковский,18224,kotelnikovskii,2,,47.729508,43.263403,Волгоградская область,18
Волгодонский район,60212,volgodonskii-raion,2,,47.728732,41.268128,Ростовская область,60
Шахты,60440,shakhty,2,,47.708485,40.215958,Ростовская область,60
Константиновский район,60225,konstantinovskii-raion,2,,47.703986,41.332528,Ростовская область,60
им. Лазо район,8224,im-lazo-raion,2,,47.703276,136.43176,Хабаровский край,8
Усть-Донецкий район,60255,ust-donetskii-raion,2,,47.683814,40.752944,Ростовская область,60
Сарпинский,85232,sarpinskii,2,,47.671086,44.291202,Республика Калмыкия,85
Родионово-Несветайский район,60248,rodionovo-nesvetaiskii-raion,2,,47.64103,39.589069,Ростовская область,60
Матвеево-Курганский район,60231,matveevo-kurganskii-raion,2,,47.583286,38.762727,Ростовская область,60
Октябрьский,85223,oktiabrskii,2,,47.577943,45.473501,Республика Калмыкия,85
Волгодонск,60412,volgodonsk,2,,47.516545,42.198423,Ростовская область,60
Октябрьский район,60241,oktiabrskii-raion,2,,47.497986,40.235595,Ростовская область,60
Вяземский район,8217,viazemskii-raion,2,,47.461069,134.938499,Хабаровский край,8
Семикаракорский район,60251,semikarakorskii-raion,2,,47.439163,40.98082,Ростовская область,60
Новочеркасск,60427,novocherkassk,2,,47.422552,40.093213,Ростовская область,60
Харабалинский район,12245,kharabalinskii-raion,2,,47.408973,47.651377,Астраханская область,12
Мясниковский район,60235,miasnikovskii-raion,2,,47.373116,39.468021,Ростовская область,60
Дубовский район,60213,dubovskii-raion,2,,47.353529,42.969106,Ростовская область,60
Аксайский район,60202,aksaiskii-raion,2,,47.28334,39.936223,Ростовская область,60
Мартыновский район,60230,martynovskii-raion,2,,47.272678,41.577086,Ростовская область,60
Багаевский район,60205,bagaevskii-raion,2,,47.2635,40.408117,Ростовская область,60
Ростов-на-Дону,60401,rostov-na-donu,2,,47.222543,39.718732,Ростовская область,60
Таганрог,60437,taganrog,2,,47.220983,38.9173,Ростовская область,60
Холмский район,64254,kholmskii-raion,2,,47.214795,142.080761,Сахалинская область,64
Городской район,64212,gorodskoi-raion,2,,47.214795,142.080761,Сахалинская область,64
Неклиновский район,60236,neklinovskii-raion,2,,47.200844,38.50385,Ростовская область,60
Веселовский район,60209,veselovskii-raion,2,,47.156425,40.809251,Ростовская область,60
Батайск,60407,bataisk,2,,47.126833,39.759479,Ростовская область,60
Кетченеровский,85225,ketchenerovskii,2,,47.117335,44.966824,Республика Калмыкия,85
Юстинский,85246,iustinskii,2,,47.05426,46.324107,Республика Калмыкия,85
Енотовский район,12215,enotovskii-raion,2,,47.054217,47.096469,Астраханская область,12
Зимовниковский район,60219,zimovnikovskii-raion,2,,47.038694,42.687215,Ростовская область,60
Заветнинский район,60217,zavetninskii-raion,2,,47.012102,43.797272,Ростовская область,60
Южно-Сахалинск,64401,iuzhno-sakhalinsk,2,,46.959155,142.738023,Сахалинская область,64
Кагальницкий район,60222,kagalnitskii-raion,2,,46.938178,40.031867,Ростовская область,60
Азовский район,60201,azovskii-raion,2,,46.935298,39.233695,Ростовская область,60
Орловский район,60242,orlovskii-raion,2,,46.912834,42.084292,Ростовская область,60
Бикинский  район,8209,bikinskii-raion,2,,46.891796,134.223189,Хабаровский край,8
Красноярский район,12230,krasnoiarskii-raion,2,,46.880235,48.399458,Астраханская область,12
Пролетарский район,60245,proletarskii-raion,2,,46.863183,41.67908,Ростовская область,60
Зерноградский район,60218,zernogradskii-raion,2,,46.818666,40.495029,Ростовская область,60
Щербиновский район,3259,shcherbinovskii-raion,2,,46.713427,38.605252,Краснодарский край,3
Пожарский район,5234,pozharskii-raion,2,,46.691655,135.64471,Приморский край,5
Кущевский район,3228,kushchevskii-raion,2,,46.638983,39.456666,Краснодарский край,3
Целинский район,60256,tselinskii-raion,2,,46.602335,41.000762,Ростовская область,60
Целинный,85237,tselinnyi,2,,46.555568,44.425589,Республика Калмыкия,85
Сальский район,60250,salskii-raion,2,,46.52037,41.5789,Ростовская область,60
Ейский район,3216,eiskii-raion,2,,46.514411,38.013038,Краснодарский край,3
Ремонтненский район,60247,remontnenskii-raion,2,,46.486651,43.459173,Ростовская область,60
Егорлыкский район,60215,egorlykskii-raion,2,,46.479577,40.556914,Ростовская область,60
Невельский район,64228,nevelskii-raion,2,,46.453166,141.904323,Сахалинская область,64
Корсаковский район,64216,korsakovskii-raion,2,,46.435133,143.516602,Сахалинская область,64
Наримановский район,12240,narimanovskii-raion,2,,46.425089,47.33269,Астраханская область,12
Анивский район,64208,anivskii-raion,2,,46.381799,142.324205,Сахалинская область,64
Крыловский район,3224,krylovskii-raion,2,,46.377777,40.01735,Краснодарский край,3
Яшкульский,85254,iashkulskii,2,,46.36761,45.682207,Республика Калмыкия,85
Астрахань,12401,astrakhan,2,,46.347869,48.033574,Астраханская область,12
Элиста,80417,elista,2,,46.308309,44.270181,Республика Калмыкия,85
Володарский район,12210,volodarskii-raion,2,,46.306074,48.642569,Астраханская область,12
Яшалтинский,85250,iashaltinskii,2,,46.27077,42.452161,Республика Калмыкия,85
Приволжский район,12242,privolzhskii-raion,2,,46.256727,48.184428,Астраханская область,12
Ленинградский район,3232,leningradskii-raion,2,,46.232756,39.373204,Краснодарский край,3
Песчанокопский район,60244,peschanokopskii-raion,2,,46.165394,41.292041,Ростовская область,60
Армянск,8116,armiansk,2,,46.109334,33.691414,Республика Крым,35
Павловский район,3239,pavlovskii-raion,2,,46.085474,39.872955,Краснодарский край,3
Приютненский,85228,priiutnenskii,2,,46.081911,43.917125,Республика Калмыкия,85
Камызякский район,12225,kamyziakskii-raion,2,,46.07766,48.078139,Астраханская область,12
Городовиковский,85205,gorodovikovskii,2,,46.074659,41.923135,Республика Калмыкия,85
Приморско-Ахтарский район,3241,primorsko-akhtarskii-raion,2,,46.049132,38.186296,Краснодарский край,3
Красноперекопский,8106,krasnoperekopskii,2,,45.993498,33.828245,Республика Крым,35
Белоглинский район,3207,beloglinskii-raion,2,,45.98408,40.963096,Краснодарский край,3
Новопокровский район,3235,novopokrovskii-raion,2,,45.966186,40.613346,Краснодарский край,3
Тернейский район,5240,terneiskii-raion,2,,45.909527,137.505435,Приморский край,5
Апанасенковский район,7205,apanasenkovskii-raion,2,,45.880912,43.396857,Ставропольский край,7
Тихорецкий район,3254,tikhoretskii-raion,2,,45.854787,40.127079,Краснодарский край,3
Брюховецкий район,3210,briukhovetskii-raion,2,,45.840549,39.039731,Краснодарский край,3
Лиманский район,12235,limanskii-raion,2,,45.839287,47.336984,Астраханская область,12
Красноармейский район,5214,krasnoarmeiskii-raion,2,,45.827556,135.533516,Приморский край,5
Красногвардейский район,7230,krasnogvardeiskii-raion,2,,45.806112,41.590812,Ставропольский край,7
Джанкойский,8103,dzhankoiskii,2,,45.794086,34.436854,Республика Крым,35
Икрянский район,12220,ikrianskii-raion,2,,45.786846,47.694226,Астраханская область,12
Ипатовский район,7222,ipatovskii-raion,2,,45.781385,42.655136,Ставропольский край,7
Ики-Бурульский,85210,iki-burulskii,2,,45.747383,44.776498,Республика Калмыкия,85
Раздольненский,8110,razdolnenskii,2,,45.700087,33.377407,Республика Крым,35
Выселковский район,3212,vyselkovskii-raion,2,,45.671527,39.796768,Краснодарский край,3
Калининский район,3219,kalininskii-raion,2,,45.618537,38.395702,Краснодарский край,3
Первомайский,8109,pervomaiskii,2,,45.59821,33.832467,Республика Крым,35
Тимашевский район,3253,timashevskii-raion,2,,45.592818,38.935922,Краснодарский край,3
Труновский район,7254,trunovskii-raion,2,,45.558253,42.055789,Ставропольский край,7
Кореновский район,3221,korenovskii-raion,2,,45.519921,39.392904,Краснодарский край,3
Славянский район,3245,slavianskii-raion,2,,45.481785,37.788243,Краснодарский край,3
Черноморский,8114,chernomorskii,2,,45.4775,32.770092,Республика Крым,35
Новоалександровский район,7243,novoaleksandrovskii-raion,2,,45.471079,41.172754,Ставропольский край,7
Нижнегорский,8108,nizhnegorskii,2,,45.449737,34.734501,Республика Крым,35
Черноземельский,85242,chernozemelskii,2,,45.447069,46.052205,Республика Калмыкия,85
Туркменский район,7256,turkmenskii-raion,2,,45.439803,43.619199,Ставропольский край,7
Кавказский район,3218,kavkazskii-raion,2,,45.434155,40.575033,Краснодарский край,3
Красногвардейский,8105,krasnogvardeiskii,2,,45.401947,34.254522,Республика Крым,35
Тбилисский район,3249,tbilisskii-raion,2,,45.392713,40.16285,Краснодарский край,3
Дальнереченский район,5207,dalnerechenskii-raion,2,,45.35684,134.307522,Приморский край,5
Керчь,8119,kerch,2,,45.356219,36.467378,Республика Крым,35
Советский,8113,sovetskii,2,,45.340396,34.928996,Республика Крым,35
Изобильненский район,7220,izobilnenskii-raion,2,,45.331292,41.66583,Ставропольский край,7
Красноармейский район,3223,krasnoarmeiskii-raion,2,,45.322883,38.373388,Краснодарский край,3
Арзгирский район,7207,arzgirskii-raion,2,,45.295702,44.296915,Ставропольский край,7
Динской район,3214,dinskoi-raion,2,,45.292551,39.077182,Краснодарский край,3
Петровский район,7246,petrovskii-raion,2,,45.29089,42.82542,Ставропольский край,7
Темрюкский район,3251,temriukskii-raion,2,,45.288449,37.058668,Краснодарский край,3
Гулькевичский район,3213,gulkevichskii-raion,2,,45.286172,40.679848,Краснодарский край,3
Сакский,8111,sakskii,2,,45.278473,33.510789,Республика Крым,35
Усть-Лабинский район,3257,ust-labinskii-raion,2,,45.27527,39.812669,Краснодарский край,3
Мостовской район,3233,mostovskoi-raion,2,,45.272365,38.951409,Краснодарский край,3
Каневский район,3220,kanevskii-raion,2,,45.272365,38.951409,Краснодарский край,3
Староминской район,3247,starominskoi-raion,2,,45.272365,38.951409,Краснодарский край,3
Ленинский,8107,leninskii,2,,45.264975,36.038127,Республика Крым,35
Евпатория,8118,evpatoriia,2,,45.190445,33.366861,Республика Крым,35
Лаганский,85215,laganskii,2,,45.148111,47.194341,Республика Калмыкия,85
Грачевский район,7217,grachevskii-raion,2,,45.13579,42.465043,Ставропольский край,7
Кировский,8104,kirovskii,2,,45.122303,35.180299,Республика Крым,35
Красногвардейский,79218,krasnogvardeiskii,2,,45.098207,39.665695,Республика Адыгея (Адыгея),79
Белогорский,8102,belogorskii,2,,45.063037,34.556707,Республика Крым,35
Курильский район,64220,kurilskii-raion,2,,45.060357,147.845286,Сахалинская область,64
Благодарненский район,7210,blagodarnenskii-raion,2,,45.051105,43.587497,Ставропольский край,7
Ставрополь,7401,stavropol,2,,45.044521,41.969083,Ставропольский край,7
Лесозаводской,5411,lesozavodskoi,2,,45.04198,134.709375,Приморский край,5
Большекаменский,5506,bolshekamenskii,2,,45.04198,134.709375,Приморский край,5
Фокинский,5547,fokinskii,2,,45.04198,134.709375,Приморский край,5
Краснодар,3401,krasnodar,2,,45.035566,38.974711,Краснодарский край,3
Шовгеновский,79240,shovgenovskii,2,,45.032139,40.126845,Республика Адыгея (Адыгея),79
Феодосия,8124,feodosiia,2,,45.031929,35.382429,Республика Крым,35
Левокумский район,7236,levokumskii-raion,2,,45.013644,44.938087,Ставропольский край,7
Кировский район,5212,kirovskii-raion,2,,45.002346,133.654914,Приморский край,5
Армавир,3405,armavir,2,,45.001116,41.132429,Краснодарский край,3
Крымский район,3225,krymskii-raion,2,,44.998892,37.898125,Краснодарский край,3
Симферопольский,8112,simferopolskii,2,,44.984154,34.036798,Республика Крым,35
Курганинский район,3227,kurganinskii-raion,2,,44.977307,40.606555,Краснодарский край,3
Симферополь,8122,simferopol,2,,44.948314,34.100192,Республика Крым,35
Тахтамукайский,79230,takhtamukaiskii,2,,44.948059,38.921702,Республика Адыгея (Адыгея),79
Ханкайский район,5246,khankaiskii-raion,2,,44.92782,131.994917,Приморский край,5
Шпаковский район,7258,shpakovskii-raion,2,,44.921259,42.15561,Ставропольский край,7
Теучежский,79233,teuchezhskii,2,,44.908296,39.34779,Республика Адыгея (Адыгея),79
Анапа,3403,anapa,2,,44.894958,37.316206,Краснодарский край,3
Адыгейск,79403,adygeisk,2,,44.882365,39.191151,Республика Адыгея (Адыгея),79
Абинский район,3201,abinskii-raion,2,,44.86763,38.284158,Краснодарский край,3
Успенский район,3256,uspenskii-raion,2,,44.853478,41.406253,Краснодарский край,3
Судак,8123,sudak,2,,44.850526,34.976157,Республика Крым,35
Гиагинский,79205,giaginskii,2,,44.837814,40.194812,Республика Адыгея (Адыгея),79
Белоречинский район,3208,belorechinskii-raion,2,,44.807184,39.753739,Краснодарский край,3
Новокубанский район,3234,novokubanskii-raion,2,,44.791943,41.088294,Краснодарский край,3
Кошехабльский,79215,koshekhablskii,2,,44.777414,40.539864,Республика Адыгея (Адыгея),79
Северский район,3243,severskii-raion,2,,44.758184,38.699297,Краснодарский край,3
Спасский район,5237,spasskii-raion,2,,44.754625,132.906977,Приморский край,5
Спасский,5420,spasskii,2,,44.754625,132.906977,Приморский край,5
